,wagnum,month,date_build,srok_sl,date_pl_rem,July_ost_prob,July_ost_srok_sl,August_ost_prob,August_ost_srok_sl,September_ost_prob,September_ost_srok_sl,October_ost_prob,October_ost_srok_sl,November_ost_prob,November_ost_srok_sl,December_ost_prob,December_ost_srok_sl
153,2229,2023-01-01,2020-04-19,2053-06-16,2023-04-07,0.0,11308.0,,11277.0,,11246.0,,11216.0,,11185.0,,11155.0
154,2231,2023-01-01,2020-07-20,2053-11-08,2023-04-08,0.0,11453.0,,11422.0,,11391.0,,11361.0,,11330.0,,11300.0
155,2232,2023-01-01,2020-11-02,2052-09-05,2023-04-08,0.0,11024.0,,10993.0,,10962.0,,10932.0,,10901.0,,10871.0
156,2236,2023-01-01,2019-09-13,2051-06-06,2023-04-08,0.0,10567.0,,10536.0,,10505.0,,10475.0,,10444.0,,10414.0
157,2239,2023-01-01,2021-09-06,2052-06-04,2023-04-08,0.0,10931.0,,10900.0,,10869.0,,10839.0,,10808.0,,10778.0
158,2243,2023-01-01,2021-10-18,2054-11-02,2023-04-08,0.0,11812.0,,11781.0,,11750.0,,11720.0,,11689.0,,11659.0
159,2249,2023-01-01,2022-03-06,2054-12-07,2023-04-08,0.0,11847.0,,11816.0,,11785.0,,11755.0,,11724.0,,11694.0
160,2250,2023-01-01,2021-02-02,2053-08-21,2023-04-08,0.0,11374.0,,11343.0,,11312.0,,11282.0,,11251.0,,11221.0
161,1127,2023-01-01,2013-05-24,2046-01-15,2023-05-17,0.0,8599.0,31038.0,8568.0,30723.0,8537.0,21429.0,8507.0,20997.0,8476.0,14872.0,8446.0
162,1139,2023-01-01,2013-01-23,2045-04-14,2023-07-22,0.0,8323.0,52336.0,8292.0,47182.0,8261.0,38666.0,8231.0,38066.0,8200.0,29190.0,8170.0
163,1145,2023-01-01,2012-08-06,2046-01-16,2023-06-24,0.0,8600.0,35300.0,8569.0,30681.0,8538.0,25295.0,8508.0,27102.0,8477.0,27102.0,8447.0
164,1147,2023-01-01,2013-09-12,2046-12-01,2023-01-10,0.0,8919.0,2190.0,8888.0,-567.0,8857.0,158569.0,8827.0,152210.0,8796.0,148496.0,8766.0
165,1150,2023-01-01,2013-06-01,2045-07-04,2023-04-09,0.0,8404.0,32978.0,8373.0,23218.0,8342.0,13732.0,8312.0,12994.0,8281.0,5739.0,8251.0
166,1157,2023-01-01,2012-05-29,2046-06-02,2022-07-25,0.0,8737.0,159866.0,8706.0,151053.0,8675.0,150242.0,8645.0,142024.0,8614.0,139963.0,8584.0
167,1157,2023-01-01,2012-05-29,2046-06-02,2025-07-10,0.0,8737.0,159866.0,8706.0,151053.0,8675.0,150242.0,8645.0,142024.0,8614.0,139963.0,8584.0
168,1159,2023-01-01,2014-12-12,2044-12-15,2023-05-18,0.0,8203.0,34985.0,8172.0,31074.0,8141.0,21700.0,8111.0,15322.0,8080.0,11961.0,8050.0
169,1160,2023-01-01,2013-12-23,2047-04-25,2023-01-10,0.0,9064.0,152808.0,9033.0,146572.0,9002.0,142753.0,8972.0,137104.0,8941.0,131396.0,8911.0
170,1160,2023-01-01,2013-12-23,2047-04-25,2025-06-19,0.0,9064.0,152808.0,9033.0,146572.0,9002.0,142753.0,8972.0,137104.0,8941.0,131396.0,8911.0
171,1165,2023-01-01,2012-10-03,2046-03-26,2023-06-10,0.0,8669.0,45327.0,8638.0,41598.0,8607.0,37885.0,8577.0,32848.0,8546.0,31319.0,8516.0
172,1169,2023-01-01,2015-04-17,2045-07-09,2023-05-12,0.0,8409.0,36507.0,8378.0,30459.0,8347.0,26251.0,8317.0,25528.0,8286.0,17391.0,8256.0
173,1170,2023-01-01,2012-06-20,2047-03-13,2023-05-13,0.0,9021.0,31037.0,8990.0,21277.0,8959.0,11791.0,8929.0,11021.0,8898.0,8645.0,8868.0
174,1173,2023-01-01,2014-10-01,2047-07-08,2023-06-16,0.0,9138.0,30446.0,9107.0,159745.0,9076.0,151909.0,9046.0,149557.0,9015.0,138303.0,8985.0
175,1173,2023-01-01,2014-10-01,2047-07-08,2025-08-13,0.0,9138.0,30446.0,9107.0,159745.0,9076.0,151909.0,9046.0,149557.0,9015.0,138303.0,8985.0
176,1174,2023-01-01,2014-06-03,2047-07-16,2022-10-16,0.0,9146.0,7591.0,9115.0,160000.0,9084.0,153999.0,9054.0,145910.0,9023.0,144266.0,8993.0
177,1177,2023-01-01,2014-08-06,2047-08-16,2023-10-28,0.0,9177.0,56818.0,9146.0,53289.0,9115.0,51014.0,9085.0,44636.0,9054.0,42215.0,9024.0
178,1419,2023-01-01,2022-02-05,2051-05-17,2023-05-12,0.0,10547.0,,10516.0,,10485.0,,10455.0,,10424.0,,10394.0
179,1424,2023-01-01,2020-02-13,2053-03-02,2023-05-12,0.0,11202.0,,11171.0,,11140.0,,11110.0,,11079.0,,11049.0
180,1429,2023-01-01,2019-09-07,2055-01-05,2023-05-21,0.0,11876.0,,11845.0,,11814.0,,11784.0,,11753.0,,11723.0
181,1446,2023-01-01,2021-07-25,2054-01-14,2023-06-02,0.0,11520.0,,11489.0,,11458.0,,11428.0,,11397.0,,11367.0
182,1449,2023-01-01,2021-06-10,2053-04-10,2023-06-02,0.0,11241.0,,11210.0,,11179.0,,11149.0,,11118.0,,11088.0
183,1455,2023-01-01,2021-06-19,2054-06-04,2023-06-08,0.0,11661.0,,11630.0,,11599.0,,11569.0,,11538.0,,11508.0
184,33919,2023-01-01,2010-07-25,2033-10-14,2023-10-31,0.0,4123.0,6070.0,4092.0,943.0,4061.0,156340.0,4031.0,149430.0,4000.0,140529.0,3970.0
185,2263,2023-01-01,2020-09-10,2055-01-29,2023-04-22,0.0,11900.0,,11869.0,,11838.0,,11808.0,,11777.0,,11747.0
186,2265,2023-01-01,2021-07-13,2055-02-23,2023-04-22,0.0,11925.0,,11894.0,,11863.0,,11833.0,,11802.0,,11772.0
187,2269,2023-01-01,2021-06-09,2054-08-21,2023-04-22,0.0,11739.0,,11708.0,,11677.0,,11647.0,,11616.0,,11586.0
188,2270,2023-01-01,2020-11-19,2052-12-29,2023-04-22,0.0,11139.0,,11108.0,,11077.0,,11047.0,,11016.0,,10986.0
189,2272,2023-01-01,2020-07-31,2054-04-28,2023-04-22,0.0,11624.0,,11593.0,,11562.0,,11532.0,,11501.0,,11471.0
190,2273,2023-01-01,2019-11-25,2053-09-30,2023-04-22,0.0,11414.0,,11383.0,,11352.0,,11322.0,,11291.0,,11261.0
191,2279,2023-01-01,2023-03-22,2052-05-22,2023-04-22,0.0,10918.0,,10887.0,,10856.0,,10826.0,,10795.0,,10765.0
192,2285,2023-01-01,2021-02-04,2054-11-03,2023-04-22,0.0,11813.0,,11782.0,,11751.0,,11721.0,,11690.0,,11660.0
193,2288,2023-01-01,2020-08-06,2051-08-11,2023-05-10,0.0,10633.0,,10602.0,,10571.0,,10541.0,,10510.0,,10480.0
194,2289,2023-01-01,2022-05-13,2051-08-13,2023-05-10,0.0,10635.0,,10604.0,,10573.0,,10543.0,,10512.0,,10482.0
195,2291,2023-01-01,2021-03-18,2054-06-07,2023-05-10,0.0,11664.0,,11633.0,,11602.0,,11572.0,,11541.0,,11511.0
196,2294,2023-01-01,2023-03-22,2053-05-24,2023-05-10,0.0,11285.0,,11254.0,,11223.0,,11193.0,,11162.0,,11132.0
197,2298,2023-01-01,2022-03-05,2053-04-15,2023-05-11,0.0,11246.0,,11215.0,,11184.0,,11154.0,,11123.0,,11093.0
198,2299,2023-01-01,2021-03-08,2053-11-22,2023-05-11,0.0,11467.0,,11436.0,,11405.0,,11375.0,,11344.0,,11314.0
199,2304,2023-01-01,2021-08-08,2055-03-13,2023-05-11,0.0,11943.0,,11912.0,,11881.0,,11851.0,,11820.0,,11790.0
200,2307,2023-01-01,2019-11-21,2053-07-29,2023-04-08,0.0,11351.0,,11320.0,,11289.0,,11259.0,,11228.0,,11198.0
201,2313,2023-01-01,2021-12-05,2053-10-13,2023-05-12,0.0,11427.0,,11396.0,,11365.0,,11335.0,,11304.0,,11274.0
202,2321,2023-01-01,2021-03-31,2051-09-18,2023-05-13,0.0,10671.0,,10640.0,,10609.0,,10579.0,,10548.0,,10518.0
203,2324,2023-01-01,2020-02-15,2054-02-10,2023-05-13,0.0,11547.0,,11516.0,,11485.0,,11455.0,,11424.0,,11394.0
204,2328,2023-01-01,2020-03-09,2052-08-23,2023-05-14,0.0,11011.0,,10980.0,,10949.0,,10919.0,,10888.0,,10858.0
205,2331,2023-01-01,2022-08-21,2054-11-19,2023-05-14,0.0,11829.0,,11798.0,,11767.0,,11737.0,,11706.0,,11676.0
206,2333,2023-01-01,2020-04-08,2052-05-16,2023-05-14,0.0,10912.0,,10881.0,,10850.0,,10820.0,,10789.0,,10759.0
207,1456,2023-01-01,2022-05-03,2052-06-27,2023-06-08,0.0,10954.0,,10923.0,,10892.0,,10862.0,,10831.0,,10801.0
208,1460,2023-01-01,2020-01-01,2053-11-09,2023-06-08,0.0,11454.0,,11423.0,,11392.0,,11362.0,,11331.0,,11301.0
209,1461,2023-01-01,2022-03-04,2054-02-18,2023-06-08,0.0,11555.0,,11524.0,,11493.0,,11463.0,,11432.0,,11402.0
210,1475,2023-01-01,2020-10-17,2051-12-16,2023-06-17,0.0,10760.0,,10729.0,,10698.0,,10668.0,,10637.0,,10607.0
211,1595,2023-01-01,2015-02-11,2044-12-14,2023-10-28,0.0,8202.0,72304.0,8171.0,72304.0,8140.0,160000.0,8110.0,72304.0,8079.0,72304.0,8049.0
212,1622,2023-01-01,2020-03-18,2052-08-02,2024-01-07,0.0,10990.0,,10959.0,,10928.0,,10898.0,,10867.0,,10837.0
213,1625,2023-01-01,2020-12-23,2052-08-23,2023-12-08,0.0,11011.0,,10980.0,,10949.0,,10919.0,,10888.0,,10858.0
214,1627,2023-01-01,2018-07-30,2052-09-30,2023-12-14,0.0,11049.0,,11018.0,,10987.0,,10957.0,,10926.0,,10896.0
215,1631,2023-01-01,2018-06-18,2050-03-18,2023-12-31,0.0,10122.0,,10091.0,,10060.0,,10030.0,,9999.0,,9969.0
216,1632,2023-01-01,2020-07-29,2052-12-10,2024-01-31,0.0,11120.0,,11089.0,,11058.0,,11028.0,,10997.0,,10967.0
217,1636,2023-01-01,2018-09-21,2050-05-26,2024-01-04,0.0,10191.0,,10160.0,,10129.0,,10099.0,,10068.0,,10038.0
218,1638,2023-01-01,2020-11-04,2051-07-03,2024-01-19,0.0,10594.0,,10563.0,,10532.0,,10502.0,,10471.0,,10441.0
219,1640,2023-01-01,2020-10-19,2050-09-18,2024-01-03,0.0,10306.0,,10275.0,,10244.0,,10214.0,,10183.0,,10153.0
220,1642,2023-01-01,2020-11-07,2051-02-22,2023-12-22,0.0,10463.0,,10432.0,,10401.0,,10371.0,,10340.0,,10310.0
221,1645,2023-01-01,2019-03-04,2050-05-14,2024-01-06,0.0,10179.0,,10148.0,,10117.0,,10087.0,,10056.0,,10026.0
222,1647,2023-01-01,2018-12-06,2052-01-03,2023-12-17,0.0,10778.0,,10747.0,,10716.0,,10686.0,,10655.0,,10625.0
223,1649,2023-01-01,2018-04-30,2053-07-22,2024-01-23,0.0,11344.0,,11313.0,,11282.0,,11252.0,,11221.0,,11191.0
224,1657,2023-01-01,2021-03-10,2052-11-18,2024-01-05,0.0,11098.0,,11067.0,,11036.0,,11006.0,,10975.0,,10945.0
225,1659,2023-01-01,2020-07-12,2051-02-01,2023-12-18,0.0,10442.0,,10411.0,,10380.0,,10350.0,,10319.0,,10289.0
226,1665,2023-01-01,2021-08-28,2051-04-22,2025-01-21,0.0,10522.0,134426.0,10491.0,130191.0,10460.0,126694.0,10430.0,123460.0,10399.0,121346.0,10369.0
227,1678,2023-01-01,2019-03-02,2053-04-25,2025-02-07,0.0,11256.0,140697.0,11225.0,133651.0,11194.0,127916.0,11164.0,127665.0,11133.0,124980.0,11103.0
228,2336,2023-01-01,2019-09-09,2051-10-06,2023-05-14,0.0,10689.0,,10658.0,,10627.0,,10597.0,,10566.0,,10536.0
229,2337,2023-01-01,2019-11-27,2054-01-23,2023-05-14,0.0,11529.0,,11498.0,,11467.0,,11437.0,,11406.0,,11376.0
230,2342,2023-01-01,2021-08-17,2055-02-17,2023-05-15,0.0,11919.0,,11888.0,,11857.0,,11827.0,,11796.0,,11766.0
231,2345,2023-01-01,2021-02-25,2053-07-09,2023-05-15,0.0,11331.0,,11300.0,,11269.0,,11239.0,,11208.0,,11178.0
232,2349,2023-01-01,2021-04-20,2053-09-18,2023-05-16,0.0,11402.0,,11371.0,,11340.0,,11310.0,,11279.0,,11249.0
233,2351,2023-01-01,2022-07-03,2055-02-20,2023-05-16,0.0,11922.0,,11891.0,,11860.0,,11830.0,,11799.0,,11769.0
234,2358,2023-01-01,2023-03-18,2051-09-29,2023-05-17,0.0,10682.0,,10651.0,,10620.0,,10590.0,,10559.0,,10529.0
235,2365,2023-01-01,2021-07-26,2051-06-17,2023-05-17,0.0,10578.0,,10547.0,,10516.0,,10486.0,,10455.0,,10425.0
236,2367,2023-01-01,2020-08-10,2052-06-01,2023-05-17,0.0,10928.0,,10897.0,,10866.0,,10836.0,,10805.0,,10775.0
237,2368,2023-01-01,2020-11-19,2055-02-22,2023-05-18,0.0,11924.0,,11893.0,,11862.0,,11832.0,,11801.0,,11771.0
238,2374,2023-01-01,2021-04-30,2051-10-04,2023-05-18,0.0,10687.0,,10656.0,,10625.0,,10595.0,,10564.0,,10534.0
239,2377,2023-01-01,2020-04-19,2054-02-17,2023-05-18,0.0,11554.0,,11523.0,,11492.0,,11462.0,,11431.0,,11401.0
240,2378,2023-01-01,2021-04-22,2054-03-26,2023-05-19,0.0,11591.0,,11560.0,,11529.0,,11499.0,,11468.0,,11438.0
241,2381,2023-01-01,2020-05-17,2052-06-12,2023-05-19,0.0,10939.0,,10908.0,,10877.0,,10847.0,,10816.0,,10786.0
242,2382,2023-01-01,2021-11-09,2052-02-20,2023-05-19,0.0,10826.0,,10795.0,,10764.0,,10734.0,,10703.0,,10673.0
243,2386,2023-01-01,2020-09-27,2053-05-29,2023-05-19,0.0,11290.0,,11259.0,,11228.0,,11198.0,,11167.0,,11137.0
244,2391,2023-01-01,2022-01-02,2053-04-09,2023-05-20,0.0,11240.0,,11209.0,,11178.0,,11148.0,,11117.0,,11087.0
245,2392,2023-01-01,2021-11-16,2053-12-12,2023-05-20,0.0,11487.0,,11456.0,,11425.0,,11395.0,,11364.0,,11334.0
246,2394,2023-01-01,2021-07-29,2053-06-19,2023-05-20,0.0,11311.0,,11280.0,,11249.0,,11219.0,,11188.0,,11158.0
247,2399,2023-01-01,2022-03-09,2053-06-29,2023-05-21,0.0,11321.0,,11290.0,,11259.0,,11229.0,,11198.0,,11168.0
248,2401,2023-01-01,2022-05-05,2052-08-27,2023-05-21,0.0,11015.0,,10984.0,,10953.0,,10923.0,,10892.0,,10862.0
249,2406,2023-01-01,2021-12-01,2051-10-07,2023-05-21,0.0,10690.0,,10659.0,,10628.0,,10598.0,,10567.0,,10537.0
250,1682,2023-01-01,2021-11-02,2052-01-30,2025-01-20,0.0,10805.0,135408.0,10774.0,130243.0,10743.0,127128.0,10713.0,125669.0,10682.0,122835.0,10652.0
251,1683,2023-01-01,2020-06-15,2052-07-25,2025-02-11,0.0,10982.0,122701.0,10951.0,118431.0,10920.0,111445.0,10890.0,103402.0,10859.0,101439.0,10829.0
252,1685,2023-01-01,2019-06-11,2051-07-22,2025-02-11,0.0,10613.0,127546.0,10582.0,123054.0,10551.0,120694.0,10521.0,119107.0,10490.0,112485.0,10460.0
253,1687,2023-01-01,2018-03-17,2052-01-12,2025-01-09,0.0,10787.0,132071.0,10756.0,127684.0,10725.0,121164.0,10695.0,118090.0,10664.0,115580.0,10634.0
254,1691,2023-01-01,2019-10-26,2051-08-13,2025-02-12,0.0,10635.0,132018.0,10604.0,125901.0,10573.0,123004.0,10543.0,116264.0,10512.0,113502.0,10482.0
255,1694,2023-01-01,2018-10-19,2051-05-27,2025-01-17,0.0,10557.0,137616.0,10526.0,136553.0,10495.0,132111.0,10465.0,128831.0,10434.0,127086.0,10404.0
256,1696,2023-01-01,2020-12-20,2051-12-07,2025-01-22,0.0,10751.0,130746.0,10720.0,129088.0,10689.0,123084.0,10659.0,120036.0,10628.0,113255.0,10598.0
257,1700,2023-01-01,2020-01-20,2052-10-12,2025-02-13,0.0,11061.0,144535.0,11030.0,141258.0,10999.0,137749.0,10969.0,132672.0,10938.0,128255.0,10908.0
258,1701,2023-01-01,2022-01-11,2052-11-21,2025-02-26,0.0,11101.0,139918.0,11070.0,136998.0,11039.0,135342.0,11009.0,134030.0,10978.0,134030.0,10948.0
259,1707,2023-01-01,2018-11-21,2051-06-01,2025-02-23,0.0,10562.0,138178.0,10531.0,130466.0,10500.0,129318.0,10470.0,127272.0,10439.0,122496.0,10409.0
260,1708,2023-01-01,2021-02-12,2053-10-07,2025-01-10,0.0,11421.0,129588.0,11390.0,128061.0,11359.0,123849.0,11329.0,118236.0,11298.0,110910.0,11268.0
261,1715,2023-01-01,2020-02-22,2053-01-24,2025-01-11,0.0,11165.0,128931.0,11134.0,123434.0,11103.0,122177.0,11073.0,120593.0,11042.0,116786.0,11012.0
262,1717,2023-01-01,2019-07-12,2050-02-21,2025-01-21,0.0,10097.0,132987.0,10066.0,125757.0,10035.0,118099.0,10005.0,118091.0,9974.0,114876.0,9944.0
263,1721,2023-01-01,2021-01-28,2051-06-01,2025-02-26,0.0,10562.0,144130.0,10531.0,140012.0,10500.0,136568.0,10470.0,132642.0,10439.0,128796.0,10409.0
264,1722,2023-01-01,2021-11-06,2051-02-27,2025-01-18,0.0,10468.0,126416.0,10437.0,124250.0,10406.0,119011.0,10376.0,115688.0,10345.0,114115.0,10315.0
265,1731,2023-01-01,2020-12-31,2051-05-05,2025-02-10,0.0,10535.0,133930.0,10504.0,126962.0,10473.0,121693.0,10443.0,116444.0,10412.0,112055.0,10382.0
266,33906,2023-01-01,2007-10-21,2028-05-30,2023-12-05,0.0,2160.0,22639.0,2129.0,21696.0,2098.0,18145.0,2068.0,16136.0,2037.0,14464.0,2007.0
267,2413,2023-01-01,2019-08-24,2055-04-28,2023-05-22,0.0,11989.0,,11958.0,,11927.0,,11897.0,,11866.0,,11836.0
268,2416,2023-01-01,2019-06-22,2052-11-14,2023-05-22,0.0,11094.0,,11063.0,,11032.0,,11002.0,,10971.0,,10941.0
269,2420,2023-01-01,2020-12-26,2054-02-13,2023-05-23,0.0,11550.0,,11519.0,,11488.0,,11458.0,,11427.0,,11397.0
270,2425,2023-01-01,2022-05-11,2053-09-22,2023-05-23,0.0,11406.0,,11375.0,,11344.0,,11314.0,,11283.0,,11253.0
271,2430,2023-01-01,2021-06-14,2053-01-09,2023-05-24,0.0,11150.0,,11119.0,,11088.0,,11058.0,,11027.0,,10997.0
272,2432,2023-01-01,2020-04-22,2051-09-19,2023-05-24,0.0,10672.0,,10641.0,,10610.0,,10580.0,,10549.0,,10519.0
273,2434,2023-01-01,2022-01-01,2052-08-28,2023-05-24,0.0,11016.0,,10985.0,,10954.0,,10924.0,,10893.0,,10863.0
274,4597,2023-01-01,2014-09-10,2048-02-26,2023-04-05,0.0,9371.0,43941.0,9340.0,34778.0,9309.0,28239.0,9279.0,25282.0,9248.0,19653.0,9218.0
275,33907,2023-01-01,2005-05-29,2030-02-22,2023-10-13,0.0,2793.0,22341.0,2762.0,12743.0,2731.0,8707.0,2701.0,686.0,2670.0,686.0,2640.0
276,33909,2023-01-01,2005-08-31,2032-01-03,2023-02-26,0.0,3473.0,10846.0,3442.0,3960.0,3411.0,1014.0,3381.0,159835.0,3350.0,157902.0,3320.0
277,33913,2023-01-01,2012-03-11,2032-03-06,2023-06-04,0.0,3536.0,21230.0,3505.0,17673.0,3474.0,14766.0,3444.0,13740.0,3413.0,11286.0,3383.0
278,1738,2023-01-01,2020-08-27,2052-04-20,2025-02-17,0.0,10886.0,138905.0,10855.0,136607.0,10824.0,131104.0,10794.0,122557.0,10763.0,116611.0,10733.0
279,1739,2023-01-01,2021-11-19,2051-08-05,2022-10-30,0.0,10627.0,,10596.0,,10565.0,159783.0,10535.0,158378.0,10504.0,151117.0,10474.0
280,1747,2023-01-01,2020-08-14,2053-04-28,2022-10-30,0.0,11259.0,158346.0,11228.0,152218.0,11197.0,148749.0,11167.0,148749.0,11136.0,146579.0,11106.0
281,1747,2023-01-01,2020-08-14,2053-04-28,2025-07-11,0.0,11259.0,158346.0,11228.0,152218.0,11197.0,148749.0,11167.0,148749.0,11136.0,146579.0,11106.0
282,1755,2023-01-01,2019-12-29,2052-07-26,2022-10-30,0.0,10983.0,,10952.0,159591.0,10921.0,159242.0,10891.0,159242.0,10860.0,159013.0,10830.0
283,1755,2023-01-01,2019-12-29,2052-07-26,2025-08-07,0.0,10983.0,,10952.0,159591.0,10921.0,159242.0,10891.0,159242.0,10860.0,159013.0,10830.0
284,1758,2023-01-01,2022-07-07,2053-08-26,2022-10-30,0.0,11379.0,,11348.0,,11317.0,,11287.0,157171.0,11256.0,155446.0,11226.0
285,1759,2023-01-01,2019-04-12,2052-09-18,2022-10-30,0.0,11037.0,,11006.0,,10975.0,,10945.0,,10914.0,156410.0,10884.0
286,1766,2023-01-01,2022-03-07,2053-06-10,2022-10-30,0.0,11302.0,159808.0,11271.0,153892.0,11240.0,147851.0,11210.0,144320.0,11179.0,142414.0,11149.0
287,1766,2023-01-01,2022-03-07,2053-06-10,2025-07-22,0.0,11302.0,159808.0,11271.0,153892.0,11240.0,147851.0,11210.0,144320.0,11179.0,142414.0,11149.0
288,1767,2023-01-01,2020-08-18,2051-12-04,2022-10-30,0.0,10748.0,,10717.0,,10686.0,,10656.0,156510.0,10625.0,153633.0,10595.0
289,1768,2023-01-01,2019-12-18,2053-01-13,2022-10-30,0.0,11154.0,,11123.0,159277.0,11092.0,156553.0,11062.0,152537.0,11031.0,151110.0,11001.0
290,1770,2023-01-01,2022-07-06,2053-05-05,2022-10-30,0.0,11266.0,158820.0,11235.0,156132.0,11204.0,153112.0,11174.0,149090.0,11143.0,147970.0,11113.0
291,1770,2023-01-01,2022-07-06,2053-05-05,2025-07-17,0.0,11266.0,158820.0,11235.0,156132.0,11204.0,153112.0,11174.0,149090.0,11143.0,147970.0,11113.0
292,1771,2023-01-01,2021-05-15,2052-09-09,2022-10-30,0.0,11028.0,159974.0,10997.0,155309.0,10966.0,148804.0,10936.0,144879.0,10905.0,144879.0,10875.0
293,1771,2023-01-01,2021-05-15,2052-09-09,2025-07-15,0.0,11028.0,159974.0,10997.0,155309.0,10966.0,148804.0,10936.0,144879.0,10905.0,144879.0,10875.0
294,1777,2023-01-01,2019-04-06,2053-12-14,2022-10-30,0.0,11489.0,,11458.0,160000.0,11427.0,156582.0,11397.0,152429.0,11366.0,145917.0,11336.0
295,1778,2023-01-01,2021-04-15,2054-05-31,2022-10-30,0.0,11657.0,,11626.0,,11595.0,,11565.0,158437.0,11534.0,156473.0,11504.0
296,1783,2023-01-01,2019-11-18,2051-11-19,2022-10-31,0.0,10733.0,,10702.0,,10671.0,157489.0,10641.0,154423.0,10610.0,150407.0,10580.0
297,1784,2023-01-01,2020-04-19,2053-03-09,2022-10-31,0.0,11209.0,,11178.0,,11147.0,,11117.0,,11086.0,,11056.0
298,1787,2023-01-01,2020-09-20,2051-10-02,2022-10-31,0.0,10685.0,156852.0,10654.0,153420.0,10623.0,150240.0,10593.0,142964.0,10562.0,135886.0,10532.0
299,1787,2023-01-01,2020-09-20,2051-10-02,2025-07-15,0.0,10685.0,156852.0,10654.0,153420.0,10623.0,150240.0,10593.0,142964.0,10562.0,135886.0,10532.0
300,1794,2023-01-01,2020-06-21,2054-01-25,2022-10-31,0.0,11531.0,159737.0,11500.0,151912.0,11469.0,149314.0,11439.0,147871.0,11408.0,141535.0,11378.0
301,1794,2023-01-01,2020-06-21,2054-01-25,2025-07-19,0.0,11531.0,159737.0,11500.0,151912.0,11469.0,149314.0,11439.0,147871.0,11408.0,141535.0,11378.0
302,1796,2023-01-01,2020-08-29,2053-08-13,2022-10-31,0.0,11366.0,,11335.0,,11304.0,,11274.0,155110.0,11243.0,150393.0,11213.0
303,1804,2023-01-01,2021-12-14,2054-03-15,2022-10-31,0.0,11580.0,,11549.0,,11518.0,155429.0,11488.0,150683.0,11457.0,143896.0,11427.0
304,1811,2023-01-01,2020-01-17,2052-03-26,2022-10-31,0.0,10861.0,,10830.0,155961.0,10799.0,153181.0,10769.0,149851.0,10738.0,148758.0,10708.0
305,1811,2023-01-01,2020-01-17,2052-03-26,2025-08-02,0.0,10861.0,,10830.0,155961.0,10799.0,153181.0,10769.0,149851.0,10738.0,148758.0,10708.0
306,1812,2023-01-01,2019-01-10,2053-04-23,2022-10-31,0.0,11254.0,156102.0,11223.0,149638.0,11192.0,145946.0,11162.0,140081.0,11131.0,133325.0,11101.0
307,1812,2023-01-01,2019-01-10,2053-04-23,2025-07-05,0.0,11254.0,156102.0,11223.0,149638.0,11192.0,145946.0,11162.0,140081.0,11131.0,133325.0,11101.0
308,1821,2023-01-01,2021-05-27,2052-11-01,2022-10-31,0.0,11081.0,,11050.0,158499.0,11019.0,154969.0,10989.0,150625.0,10958.0,142529.0,10928.0
309,1822,2023-01-01,2019-12-20,2052-01-02,2022-10-31,0.0,10777.0,,10746.0,,10715.0,154124.0,10685.0,148771.0,10654.0,145458.0,10624.0
310,1826,2023-01-01,2019-02-27,2053-08-30,2022-10-31,0.0,11383.0,158321.0,11352.0,153000.0,11321.0,150406.0,11291.0,145484.0,11260.0,138770.0,11230.0
311,1826,2023-01-01,2019-02-27,2053-08-30,2025-07-15,0.0,11383.0,158321.0,11352.0,153000.0,11321.0,150406.0,11291.0,145484.0,11260.0,138770.0,11230.0
312,1831,2023-01-01,2022-02-18,2054-03-08,2022-10-31,0.0,11573.0,157536.0,11542.0,154358.0,11511.0,149789.0,11481.0,141946.0,11450.0,138004.0,11420.0
313,1831,2023-01-01,2022-02-18,2054-03-08,2025-07-12,0.0,11573.0,157536.0,11542.0,154358.0,11511.0,149789.0,11481.0,141946.0,11450.0,138004.0,11420.0
314,1833,2023-01-01,2021-09-28,2051-08-19,2022-10-31,0.0,10641.0,,10610.0,,10579.0,157162.0,10549.0,151481.0,10518.0,149000.0,10488.0
315,1834,2023-01-01,2020-12-07,2051-12-04,2022-10-31,0.0,10748.0,,10717.0,,10686.0,,10656.0,159999.0,10625.0,158443.0,10595.0
316,1836,2023-01-01,2021-04-17,2051-08-29,2022-10-31,0.0,10651.0,,10620.0,158207.0,10589.0,153989.0,10559.0,145082.0,10528.0,144516.0,10498.0
317,1839,2023-01-01,2021-10-02,2052-01-08,2022-12-09,0.0,10783.0,,10752.0,,10721.0,,10691.0,,10660.0,,10630.0
318,1846,2023-01-01,2021-09-17,2053-08-11,2022-12-09,0.0,11364.0,,11333.0,,11302.0,,11272.0,,11241.0,110000.0,11211.0
319,1852,2023-01-01,2021-04-16,2053-02-04,2022-12-09,0.0,11176.0,,11145.0,,11114.0,,11084.0,,11053.0,157200.0,11023.0
320,1853,2023-01-01,2022-03-04,2054-11-30,2022-12-05,0.0,11840.0,,11809.0,,11778.0,,11748.0,,11717.0,159462.0,11687.0
321,1856,2023-01-01,2021-01-24,2051-11-04,2022-12-05,0.0,10718.0,,10687.0,,10656.0,,10626.0,,10595.0,157643.0,10565.0
322,1857,2023-01-01,2020-10-08,2054-10-07,2022-12-05,0.0,11786.0,,11755.0,,11724.0,,11694.0,,11663.0,,11633.0
323,1865,2023-01-01,2019-07-22,2052-01-10,2022-12-05,0.0,10785.0,,10754.0,,10723.0,,10693.0,,10662.0,159931.0,10632.0
324,1870,2023-01-01,2020-10-22,2052-10-18,2022-12-10,0.0,11067.0,,11036.0,,11005.0,,10975.0,,10944.0,,10914.0
